[Thu Oct 27 16:03:34.408726 2016] [authz_core:error] [pid 7596:tid 1136] [client 127.0.0.1:9199] AH01630: client denied by server configuration: C:/Apache24, referer: http://127.0.0.1/
[Thu Oct 27 19:20:08.685124 2016] [authz_core:error] [pid 7900:tid 1124] [client 127.0.0.1:15068] AH01630: client denied by server configuration: C:/Apache24, referer: http://127.0.0.1/www/
[Thu Oct 27 19:20:08.685624 2016] [authz_core:error] [pid 7900:tid 1124] [client 127.0.0.1:15068] AH01630: client denied by server configuration: C:/Apache24, referer: http://127.0.0.1/www/
[Thu Oct 27 19:20:08.689629 2016] [authz_core:error] [pid 7900:tid 1124] [client 127.0.0.1:15068] AH01630: client denied by server configuration: C:/Apache24, referer: http://127.0.0.1/www/
[Thu Oct 27 19:20:10.888637 2016] [authz_core:error] [pid 7900:tid 1124] [client 127.0.0.1:15068] AH01630: client denied by server configuration: C:/Apache24, referer: http://127.0.0.1/www/myphp/
[Thu Oct 27 19:20:10.890638 2016] [authz_core:error] [pid 7900:tid 1124] [client 127.0.0.1:15068] AH01630: client denied by server configuration: C:/Apache24, referer: http://127.0.0.1/www/myphp/
[Thu Oct 27 19:20:10.892140 2016] [authz_core:error] [pid 7900:tid 1124] [client 127.0.0.1:15068] AH01630: client denied by server configuration: C:/Apache24, referer: http://127.0.0.1/www/myphp/
[Thu Oct 27 19:20:10.893139 2016] [authz_core:error] [pid 7900:tid 1124] [client 127.0.0.1:15068] AH01630: client denied by server configuration: C:/Apache24, referer: http://127.0.0.1/www/myphp/
[Thu Oct 27 19:20:10.893139 2016] [authz_core:error] [pid 7900:tid 1124] [client 127.0.0.1:15068] AH01630: client denied by server configuration: C:/Apache24, referer: http://127.0.0.1/www/myphp/
[Thu Oct 27 19:20:10.893639 2016] [authz_core:error] [pid 7900:tid 1124] [client 127.0.0.1:15068] AH01630: client denied by server configuration: C:/Apache24, referer: http://127.0.0.1/www/myphp/
[Thu Oct 27 19:20:10.894140 2016] [authz_core:error] [pid 7900:tid 1124] [client 127.0.0.1:15068] AH01630: client denied by server configuration: C:/Apache24, referer: http://127.0.0.1/www/myphp/
[Thu Oct 27 19:25:28.618845 2016] [authz_core:error] [pid 7900:tid 1108] [client 127.0.0.1:15583] AH01630: client denied by server configuration: C:/Apache24, referer: http://127.0.0.1/
[Thu Oct 27 19:25:28.624839 2016] [authz_core:error] [pid 7900:tid 1108] [client 127.0.0.1:15583] AH01630: client denied by server configuration: C:/Apache24, referer: http://127.0.0.1/
[Thu Oct 27 19:25:33.153440 2016] [authz_core:error] [pid 7900:tid 1108] [client 127.0.0.1:15583] AH01630: client denied by server configuration: C:/Apache24, referer: http://127.0.0.1/www/
[Thu Oct 27 19:25:33.153440 2016] [authz_core:error] [pid 7900:tid 1108] [client 127.0.0.1:15583] AH01630: client denied by server configuration: C:/Apache24, referer: http://127.0.0.1/www/
[Thu Oct 27 19:25:33.154422 2016] [authz_core:error] [pid 7900:tid 1108] [client 127.0.0.1:15583] AH01630: client denied by server configuration: C:/Apache24, referer: http://127.0.0.1/www/
[Thu Oct 27 19:25:33.156425 2016] [authz_core:error] [pid 7900:tid 1108] [client 127.0.0.1:15583] AH01630: client denied by server configuration: C:/Apache24, referer: http://127.0.0.1/www/
[Thu Oct 27 19:25:34.743510 2016] [authz_core:error] [pid 7900:tid 1108] [client 127.0.0.1:15583] AH01630: client denied by server configuration: C:/Apache24, referer: http://127.0.0.1/www/myphp/
[Thu Oct 27 19:25:34.743510 2016] [authz_core:error] [pid 7900:tid 1108] [client 127.0.0.1:15583] AH01630: client denied by server configuration: C:/Apache24, referer: http://127.0.0.1/www/myphp/
[Thu Oct 27 19:25:34.745524 2016] [authz_core:error] [pid 7900:tid 1108] [client 127.0.0.1:15583] AH01630: client denied by server configuration: C:/Apache24, referer: http://127.0.0.1/www/myphp/
[Thu Oct 27 19:25:34.745524 2016] [authz_core:error] [pid 7900:tid 1108] [client 127.0.0.1:15583] AH01630: client denied by server configuration: C:/Apache24, referer: http://127.0.0.1/www/myphp/
[Thu Oct 27 19:25:34.747515 2016] [authz_core:error] [pid 7900:tid 1108] [client 127.0.0.1:15583] AH01630: client denied by server configuration: C:/Apache24, referer: http://127.0.0.1/www/myphp/
[Thu Oct 27 19:25:34.747515 2016] [authz_core:error] [pid 7900:tid 1108] [client 127.0.0.1:15583] AH01630: client denied by server configuration: C:/Apache24, referer: http://127.0.0.1/www/myphp/
[Thu Oct 27 19:25:34.747515 2016] [authz_core:error] [pid 7900:tid 1108] [client 127.0.0.1:15583] AH01630: client denied by server configuration: C:/Apache24, referer: http://127.0.0.1/www/myphp/
[Thu Oct 27 19:26:28.493007 2016] [authz_core:error] [pid 4224:tid 1140] [client 127.0.0.1:15666] AH01630: client denied by server configuration: C:/Apache24, referer: http://127.0.0.1/
[Thu Oct 27 19:26:28.494008 2016] [authz_core:error] [pid 4224:tid 1132] [client 127.0.0.1:15667] AH01630: client denied by server configuration: C:/Apache24, referer: http://127.0.0.1/
[Thu Oct 27 19:26:28.494008 2016] [authz_core:error] [pid 4224:tid 1128] [client 127.0.0.1:15668] AH01630: client denied by server configuration: C:/Apache24, referer: http://127.0.0.1/
[Thu Oct 27 19:26:28.495008 2016] [authz_core:error] [pid 4224:tid 1120] [client 127.0.0.1:15669] AH01630: client denied by server configuration: C:/Apache24, referer: http://127.0.0.1/
[Thu Oct 27 19:26:28.495008 2016] [authz_core:error] [pid 4224:tid 1108] [client 127.0.0.1:15670] AH01630: client denied by server configuration: C:/Apache24, referer: http://127.0.0.1/
[Thu Oct 27 19:26:28.496009 2016] [authz_core:error] [pid 4224:tid 1100] [client 127.0.0.1:15671] AH01630: client denied by server configuration: C:/Apache24, referer: http://127.0.0.1/
[Thu Oct 27 19:26:39.129041 2016] [authz_core:error] [pid 4224:tid 1108] [client 127.0.0.1:15680] AH01630: client denied by server configuration: C:/Apache24, referer: http://127.0.0.1/
[Thu Oct 27 19:26:39.129041 2016] [authz_core:error] [pid 4224:tid 1108] [client 127.0.0.1:15680] AH01630: client denied by server configuration: C:/Apache24, referer: http://127.0.0.1/
[Thu Oct 27 19:26:39.130042 2016] [authz_core:error] [pid 4224:tid 1108] [client 127.0.0.1:15680] AH01630: client denied by server configuration: C:/Apache24, referer: http://127.0.0.1/
[Thu Oct 27 19:26:39.130042 2016] [authz_core:error] [pid 4224:tid 1108] [client 127.0.0.1:15680] AH01630: client denied by server configuration: C:/Apache24, referer: http://127.0.0.1/
[Thu Oct 27 19:26:39.130042 2016] [authz_core:error] [pid 4224:tid 1108] [client 127.0.0.1:15680] AH01630: client denied by server configuration: C:/Apache24, referer: http://127.0.0.1/
[Thu Oct 27 19:26:39.131042 2016] [authz_core:error] [pid 4224:tid 1108] [client 127.0.0.1:15680] AH01630: client denied by server configuration: C:/Apache24, referer: http://127.0.0.1/
[Thu Oct 27 19:49:25.758673 2016] [authz_core:error] [pid 4224:tid 1100] [client 127.0.0.1:16915] AH01630: client denied by server configuration: C:/Apache24, referer: http://127.0.0.1/
[Thu Oct 27 19:49:25.758673 2016] [authz_core:error] [pid 4224:tid 1100] [client 127.0.0.1:16915] AH01630: client denied by server configuration: C:/Apache24, referer: http://127.0.0.1/
[Thu Oct 27 19:49:25.759675 2016] [authz_core:error] [pid 4224:tid 1100] [client 127.0.0.1:16915] AH01630: client denied by server configuration: C:/Apache24, referer: http://127.0.0.1/
[Thu Oct 27 19:49:25.759675 2016] [authz_core:error] [pid 4224:tid 1100] [client 127.0.0.1:16915] AH01630: client denied by server configuration: C:/Apache24, referer: http://127.0.0.1/
[Thu Oct 27 19:49:25.759675 2016] [authz_core:error] [pid 4224:tid 1100] [client 127.0.0.1:16915] AH01630: client denied by server configuration: C:/Apache24, referer: http://127.0.0.1/
[Thu Oct 27 19:49:25.761677 2016] [authz_core:error] [pid 4224:tid 1100] [client 127.0.0.1:16915] AH01630: client denied by server configuration: C:/Apache24, referer: http://127.0.0.1/
[Thu Oct 27 20:09:59.046083 2016] [authz_core:error] [pid 4224:tid 1120] [client 127.0.0.1:17514] AH01630: client denied by server configuration: C:/Apache24, referer: http://127.0.0.1/
[Thu Oct 27 20:09:59.047078 2016] [authz_core:error] [pid 4224:tid 1120] [client 127.0.0.1:17514] AH01630: client denied by server configuration: C:/Apache24, referer: http://127.0.0.1/
[Thu Oct 27 20:09:59.047078 2016] [authz_core:error] [pid 4224:tid 1120] [client 127.0.0.1:17514] AH01630: client denied by server configuration: C:/Apache24, referer: http://127.0.0.1/
[Thu Oct 27 20:09:59.048079 2016] [authz_core:error] [pid 4224:tid 1100] [client 127.0.0.1:17515] AH01630: client denied by server configuration: C:/Apache24, referer: http://127.0.0.1/
[Thu Oct 27 20:09:59.048079 2016] [authz_core:error] [pid 4224:tid 1120] [client 127.0.0.1:17514] AH01630: client denied by server configuration: C:/Apache24, referer: http://127.0.0.1/
[Thu Oct 27 20:09:59.049088 2016] [authz_core:error] [pid 4224:tid 1100] [client 127.0.0.1:17515] AH01630: client denied by server configuration: C:/Apache24, referer: http://127.0.0.1/
[Thu Oct 27 20:10:08.966448 2016] [authz_core:error] [pid 4224:tid 1120] [client 127.0.0.1:17519] AH01630: client denied by server configuration: C:/Apache24, referer: http://127.0.0.1/
[Thu Oct 27 20:10:08.967449 2016] [authz_core:error] [pid 4224:tid 1120] [client 127.0.0.1:17519] AH01630: client denied by server configuration: C:/Apache24, referer: http://127.0.0.1/
[Thu Oct 27 20:10:08.967449 2016] [authz_core:error] [pid 4224:tid 1096] [client 127.0.0.1:17520] AH01630: client denied by server configuration: C:/Apache24, referer: http://127.0.0.1/
[Thu Oct 27 20:10:08.967449 2016] [authz_core:error] [pid 4224:tid 1080] [client 127.0.0.1:17521] AH01630: client denied by server configuration: C:/Apache24, referer: http://127.0.0.1/
[Thu Oct 27 20:10:08.968451 2016] [authz_core:error] [pid 4224:tid 1100] [client 127.0.0.1:17522] AH01630: client denied by server configuration: C:/Apache24, referer: http://127.0.0.1/
[Thu Oct 27 20:10:08.968451 2016] [authz_core:error] [pid 4224:tid 1072] [client 127.0.0.1:17523] AH01630: client denied by server configuration: C:/Apache24, referer: http://127.0.0.1/
[Thu Oct 27 20:10:14.634703 2016] [authz_core:error] [pid 4224:tid 1100] [client 127.0.0.1:17522] AH01630: client denied by server configuration: C:/Apache24, referer: http://127.0.0.1/
[Thu Oct 27 20:10:14.634703 2016] [authz_core:error] [pid 4224:tid 1120] [client 127.0.0.1:17524] AH01630: client denied by server configuration: C:/Apache24, referer: http://127.0.0.1/
[Thu Oct 27 20:10:14.635703 2016] [authz_core:error] [pid 4224:tid 1100] [client 127.0.0.1:17522] AH01630: client denied by server configuration: C:/Apache24, referer: http://127.0.0.1/
[Thu Oct 27 20:10:14.635703 2016] [authz_core:error] [pid 4224:tid 1100] [client 127.0.0.1:17522] AH01630: client denied by server configuration: C:/Apache24, referer: http://127.0.0.1/
[Thu Oct 27 20:10:14.635703 2016] [authz_core:error] [pid 4224:tid 1100] [client 127.0.0.1:17522] AH01630: client denied by server configuration: C:/Apache24, referer: http://127.0.0.1/
[Thu Oct 27 20:10:14.640719 2016] [authz_core:error] [pid 4224:tid 1100] [client 127.0.0.1:17522] AH01630: client denied by server configuration: C:/Apache24, referer: http://127.0.0.1/
[Thu Oct 27 20:10:24.608636 2016] [authz_core:error] [pid 4224:tid 1100] [client 127.0.0.1:17533] AH01630: client denied by server configuration: C:/Apache24, referer: http://127.0.0.1/
[Thu Oct 27 20:10:24.608636 2016] [authz_core:error] [pid 4224:tid 1072] [client 127.0.0.1:17534] AH01630: client denied by server configuration: C:/Apache24, referer: http://127.0.0.1/
[Thu Oct 27 20:10:24.608636 2016] [authz_core:error] [pid 4224:tid 1072] [client 127.0.0.1:17534] AH01630: client denied by server configuration: C:/Apache24, referer: http://127.0.0.1/
[Thu Oct 27 20:10:24.609635 2016] [authz_core:error] [pid 4224:tid 1072] [client 127.0.0.1:17534] AH01630: client denied by server configuration: C:/Apache24, referer: http://127.0.0.1/
[Thu Oct 27 20:10:24.609635 2016] [authz_core:error] [pid 4224:tid 1100] [client 127.0.0.1:17533] AH01630: client denied by server configuration: C:/Apache24, referer: http://127.0.0.1/
[Thu Oct 27 20:10:24.610636 2016] [authz_core:error] [pid 4224:tid 1100] [client 127.0.0.1:17533] AH01630: client denied by server configuration: C:/Apache24, referer: http://127.0.0.1/
[Thu Oct 27 20:10:33.639271 2016] [authz_core:error] [pid 4224:tid 1100] [client 127.0.0.1:17533] AH01630: client denied by server configuration: C:/Apache24, referer: http://127.0.0.1/
[Thu Oct 27 20:10:33.640254 2016] [authz_core:error] [pid 4224:tid 1108] [client 127.0.0.1:17542] AH01630: client denied by server configuration: C:/Apache24, referer: http://127.0.0.1/
[Thu Oct 27 20:10:33.640254 2016] [authz_core:error] [pid 4224:tid 1100] [client 127.0.0.1:17533] AH01630: client denied by server configuration: C:/Apache24, referer: http://127.0.0.1/
[Thu Oct 27 20:10:33.640254 2016] [authz_core:error] [pid 4224:tid 1100] [client 127.0.0.1:17533] AH01630: client denied by server configuration: C:/Apache24, referer: http://127.0.0.1/
[Thu Oct 27 20:10:33.641267 2016] [authz_core:error] [pid 4224:tid 1100] [client 127.0.0.1:17533] AH01630: client denied by server configuration: C:/Apache24, referer: http://127.0.0.1/
[Thu Oct 27 20:10:33.642272 2016] [authz_core:error] [pid 4224:tid 1100] [client 127.0.0.1:17533] AH01630: client denied by server configuration: C:/Apache24, referer: http://127.0.0.1/
[Thu Oct 27 20:18:03.725565 2016] [authz_core:error] [pid 4224:tid 1120] [client 127.0.0.1:17625] AH01630: client denied by server configuration: C:/Apache24, referer: http://127.0.0.1/
[Thu Oct 27 20:18:03.726566 2016] [authz_core:error] [pid 4224:tid 1096] [client 127.0.0.1:17649] AH01630: client denied by server configuration: C:/Apache24, referer: http://127.0.0.1/
[Thu Oct 27 20:18:03.726566 2016] [authz_core:error] [pid 4224:tid 1120] [client 127.0.0.1:17625] AH01630: client denied by server configuration: C:/Apache24, referer: http://127.0.0.1/
[Thu Oct 27 20:18:03.726566 2016] [authz_core:error] [pid 4224:tid 1120] [client 127.0.0.1:17625] AH01630: client denied by server configuration: C:/Apache24, referer: http://127.0.0.1/
[Thu Oct 27 20:18:03.727570 2016] [authz_core:error] [pid 4224:tid 1120] [client 127.0.0.1:17625] AH01630: client denied by server configuration: C:/Apache24, referer: http://127.0.0.1/
[Thu Oct 27 20:18:03.727570 2016] [authz_core:error] [pid 4224:tid 1096] [client 127.0.0.1:17649] AH01630: client denied by server configuration: C:/Apache24, referer: http://127.0.0.1/
[Thu Oct 27 20:52:01.756684 2016] [authz_core:error] [pid 4224:tid 1132] [client 127.0.0.1:18593] AH01630: client denied by server configuration: C:/Apache24, referer: http://127.0.0.1/
[Thu Oct 27 20:52:01.756684 2016] [authz_core:error] [pid 4224:tid 1132] [client 127.0.0.1:18593] AH01630: client denied by server configuration: C:/Apache24, referer: http://127.0.0.1/
[Thu Oct 27 20:52:01.756684 2016] [authz_core:error] [pid 4224:tid 1132] [client 127.0.0.1:18593] AH01630: client denied by server configuration: C:/Apache24, referer: http://127.0.0.1/
[Thu Oct 27 20:52:01.756684 2016] [authz_core:error] [pid 4224:tid 1128] [client 127.0.0.1:18595] AH01630: client denied by server configuration: C:/Apache24, referer: http://127.0.0.1/
[Thu Oct 27 20:52:01.756684 2016] [authz_core:error] [pid 4224:tid 1132] [client 127.0.0.1:18593] AH01630: client denied by server configuration: C:/Apache24, referer: http://127.0.0.1/
[Thu Oct 27 20:52:01.756684 2016] [authz_core:error] [pid 4224:tid 1128] [client 127.0.0.1:18595] AH01630: client denied by server configuration: C:/Apache24, referer: http://127.0.0.1/
[Thu Oct 27 20:53:18.625549 2016] [:error] [pid 4224:tid 1132] [client 127.0.0.1:18631] script 'E:/wamp/www/ZxyProject/www/myphp/SoftwareEngineering/admin.php' not found or unable to stat
[Sat Oct 29 09:26:42.030114 2016] [authz_core:error] [pid 8932:tid 1096] [client 127.0.0.1:20650] AH01630: client denied by server configuration: C:/Apache24, referer: http://127.0.0.1/
[Sat Oct 29 09:26:42.030114 2016] [authz_core:error] [pid 8932:tid 1136] [client 127.0.0.1:20651] AH01630: client denied by server configuration: C:/Apache24, referer: http://127.0.0.1/
[Sat Oct 29 09:26:42.030114 2016] [authz_core:error] [pid 8932:tid 1120] [client 127.0.0.1:20652] AH01630: client denied by server configuration: C:/Apache24, referer: http://127.0.0.1/
[Sat Oct 29 09:26:42.030114 2016] [authz_core:error] [pid 8932:tid 1104] [client 127.0.0.1:20653] AH01630: client denied by server configuration: C:/Apache24, referer: http://127.0.0.1/
[Sat Oct 29 09:26:42.030114 2016] [authz_core:error] [pid 8932:tid 1132] [client 127.0.0.1:20654] AH01630: client denied by server configuration: C:/Apache24, referer: http://127.0.0.1/
[Sat Oct 29 09:26:42.030114 2016] [authz_core:error] [pid 8932:tid 1116] [client 127.0.0.1:20655] AH01630: client denied by server configuration: C:/Apache24, referer: http://127.0.0.1/
[Sat Oct 29 09:29:14.405724 2016] [authz_core:error] [pid 8932:tid 1136] [client 127.0.0.1:20780] AH01630: client denied by server configuration: C:/Apache24, referer: http://127.0.0.1/
[Sat Oct 29 09:29:14.405724 2016] [authz_core:error] [pid 8932:tid 1120] [client 127.0.0.1:20781] AH01630: client denied by server configuration: C:/Apache24, referer: http://127.0.0.1/
[Sat Oct 29 09:29:14.406225 2016] [authz_core:error] [pid 8932:tid 1136] [client 127.0.0.1:20780] AH01630: client denied by server configuration: C:/Apache24, referer: http://127.0.0.1/
[Sat Oct 29 09:29:14.406737 2016] [authz_core:error] [pid 8932:tid 1120] [client 127.0.0.1:20781] AH01630: client denied by server configuration: C:/Apache24, referer: http://127.0.0.1/
[Sat Oct 29 09:29:14.407225 2016] [authz_core:error] [pid 8932:tid 1136] [client 127.0.0.1:20780] AH01630: client denied by server configuration: C:/Apache24, referer: http://127.0.0.1/
[Sat Oct 29 09:29:14.407737 2016] [authz_core:error] [pid 8932:tid 1132] [client 127.0.0.1:20791] AH01630: client denied by server configuration: C:/Apache24, referer: http://127.0.0.1/
[Sat Oct 29 09:33:36.954489 2016] [authz_core:error] [pid 4580:tid 1136] [client 127.0.0.1:21094] AH01630: client denied by server configuration: C:/Apache24, referer: http://127.0.0.1/
[Sat Oct 29 09:33:36.954980 2016] [authz_core:error] [pid 4580:tid 1136] [client 127.0.0.1:21094] AH01630: client denied by server configuration: C:/Apache24, referer: http://127.0.0.1/
[Sat Oct 29 09:33:36.955967 2016] [authz_core:error] [pid 4580:tid 1136] [client 127.0.0.1:21094] AH01630: client denied by server configuration: C:/Apache24, referer: http://127.0.0.1/
[Sat Oct 29 09:33:36.961490 2016] [authz_core:error] [pid 4580:tid 1128] [client 127.0.0.1:21095] AH01630: client denied by server configuration: C:/Apache24, referer: http://127.0.0.1/
[Sat Oct 29 09:33:36.962003 2016] [authz_core:error] [pid 4580:tid 1136] [client 127.0.0.1:21094] AH01630: client denied by server configuration: C:/Apache24, referer: http://127.0.0.1/
[Sat Oct 29 09:33:36.962500 2016] [authz_core:error] [pid 4580:tid 1124] [client 127.0.0.1:21096] AH01630: client denied by server configuration: C:/Apache24, referer: http://127.0.0.1/
